unitid,effydlev,xeydetot,efydetot,xeydeexc,efydeexc,xeydesom,efydesom,xeydenon,efydenon
474863,Graduate,R,409,R,409.0,A,,A,
474915,All students total,R,793,R,0.0,R,793.0,R,0.0
474915,Undergraduate total,R,793,R,0.0,R,793.0,R,0.0
474915,"Undergraduate, degree/certificate-seeking",C,793,C,0.0,C,793.0,C,0.0
474924,All students total,R,348,R,0.0,R,348.0,R,0.0
474924,Undergraduate total,R,348,R,0.0,R,348.0,R,0.0
474924,"Undergraduate, degree/certificate-seeking",C,348,C,0.0,C,348.0,C,0.0
475015,All students total,R,272,A,,A,,R,272.0
475015,Undergraduate total,R,272,A,,A,,R,272.0
475015,"Undergraduate, degree/certificate-seeking",C,272,A,,A,,C,272.0
475024,All students total,R,523,R,0.0,R,114.0,R,409.0
475024,Undergraduate total,R,523,R,0.0,R,114.0,R,409.0
475024,"Undergraduate, degree/certificate-seeking",C,523,C,0.0,C,114.0,C,409.0
475033,All students total,R,6164,R,6164.0,R,0.0,R,0.0
475033,Undergraduate total,R,447,R,447.0,R,0.0,R,0.0
475033,"Undergraduate, degree/certificate-seeking",R,447,R,447.0,R,0.0,R,0.0
475033,Graduate,R,5717,R,5717.0,R,0.0,R,0.0
475060,All students total,R,426,R,0.0,R,145.0,R,281.0
475060,Undergraduate total,R,426,R,0.0,R,145.0,R,281.0
475060,"Undergraduate, degree/certificate-seeking",R,426,R,0.0,R,145.0,R,281.0
475121,All students total,R,8939,R,8939.0,A,,A,
475121,Undergraduate total,R,5425,R,5425.0,A,,A,
475121,"Undergraduate, degree/certificate-seeking",R,5415,R,5415.0,A,,A,
475121,"Undergraduate, non-degree/certificate-seeking",R,10,R,10.0,A,,A,
475121,Graduate,R,3514,R,3514.0,A,,A,
475176,All students total,R,1091,R,0.0,R,248.0,R,843.0
475176,Undergraduate total,R,1091,R,0.0,R,248.0,R,843.0
475176,"Undergraduate, degree/certificate-seeking",R,1085,R,0.0,R,248.0,R,837.0
475176,"Undergraduate, non-degree/certificate-seeking",R,6,Z,0.0,Z,0.0,R,6.0
475200,All students total,R,322,R,1.0,R,257.0,R,64.0
475200,Undergraduate total,R,322,R,1.0,R,257.0,R,64.0
475200,"Undergraduate, degree/certificate-seeking",R,322,R,1.0,R,257.0,R,64.0
475228,All students total,R,86,R,0.0,R,37.0,R,49.0
475228,Graduate,R,86,R,0.0,R,37.0,R,49.0
475273,All students total,R,890,R,377.0,R,474.0,R,39.0
475273,Undergraduate total,R,649,R,286.0,R,333.0,R,30.0
475273,"Undergraduate, degree/certificate-seeking",R,648,R,285.0,R,333.0,R,30.0
475273,"Undergraduate, non-degree/certificate-seeking",R,1,R,1.0,R,0.0,R,0.0
475273,Graduate,R,241,R,91.0,R,141.0,R,9.0
475282,All students total,R,142,A,,A,,R,142.0
475282,Undergraduate total,R,142,A,,A,,R,142.0
475282,"Undergraduate, degree/certificate-seeking",C,142,A,,A,,C,142.0
475325,All students total,R,302,A,,A,,R,302.0
475325,Undergraduate total,R,302,A,,A,,R,302.0
475325,"Undergraduate, degree/certificate-seeking",C,302,A,,A,,C,302.0
475398,All students total,R,266,R,266.0,A,,A,
475398,Undergraduate total,R,118,R,118.0,A,,A,
475398,"Undergraduate, degree/certificate-seeking",R,105,R,105.0,A,,A,
475398,"Undergraduate, non-degree/certificate-seeking",R,13,R,13.0,A,,A,
475398,Graduate,R,148,R,148.0,A,,A,
475404,All students total,R,219,A,,A,,R,219.0
475404,Undergraduate total,R,219,A,,A,,R,219.0
475404,"Undergraduate, degree/certificate-seeking",C,219,A,,A,,C,219.0
475413,All students total,R,56,A,,A,,R,56.0
475413,Undergraduate total,R,56,A,,A,,R,56.0
475413,"Undergraduate, degree/certificate-seeking",C,56,A,,A,,C,56.0
475422,All students total,R,132,A,,A,,R,132.0
475422,Undergraduate total,R,132,A,,A,,R,132.0
475422,"Undergraduate, degree/certificate-seeking",R,132,A,,A,,R,132.0
475431,All students total,R,173,A,,A,,R,173.0
475431,Undergraduate total,R,173,A,,A,,R,173.0
475431,"Undergraduate, degree/certificate-seeking",C,173,A,,A,,C,173.0
475468,All students total,R,410,A,,A,,R,410.0
475468,Undergraduate total,R,410,A,,A,,R,410.0
475468,"Undergraduate, degree/certificate-seeking",C,410,A,,A,,C,410.0
475477,All students total,R,255,R,0.0,R,255.0,R,0.0
475477,Undergraduate total,R,255,R,0.0,R,255.0,R,0.0
475477,"Undergraduate, degree/certificate-seeking",R,255,R,0.0,R,255.0,R,0.0
475486,All students total,R,499,A,,A,,R,499.0
475486,Undergraduate total,R,499,A,,A,,R,499.0
475486,"Undergraduate, degree/certificate-seeking",C,499,A,,A,,C,499.0
475495,All students total,R,1652,R,341.0,R,1311.0,R,0.0
475495,Graduate,R,1652,R,341.0,R,1311.0,R,0.0
475547,All students total,R,185,A,,A,,R,185.0
475547,Undergraduate total,R,185,A,,A,,R,185.0
475547,"Undergraduate, degree/certificate-seeking",C,185,A,,A,,C,185.0
475556,All students total,R,251,A,,A,,R,251.0
475556,Undergraduate total,R,251,A,,A,,R,251.0
475556,"Undergraduate, degree/certificate-seeking",C,251,A,,A,,C,251.0
475565,All students total,R,1055,R,1055.0,R,0.0,R,0.0
475565,Undergraduate total,R,1055,R,1055.0,R,0.0,R,0.0
475565,"Undergraduate, degree/certificate-seeking",R,1050,R,1050.0,R,0.0,R,0.0
475565,"Undergraduate, non-degree/certificate-seeking",R,5,R,5.0,R,0.0,R,0.0
475574,All students total,R,70,A,,A,,R,70.0
475574,Undergraduate total,R,70,A,,A,,R,70.0
475574,"Undergraduate, degree/certificate-seeking",C,70,A,,A,,C,70.0
475608,All students total,R,229,R,15.0,R,34.0,R,180.0
475608,Undergraduate total,R,174,R,1.0,R,17.0,R,156.0
475608,"Undergraduate, degree/certificate-seeking",R,165,R,1.0,R,17.0,R,147.0
475608,"Undergraduate, non-degree/certificate-seeking",R,9,R,0.0,R,0.0,R,9.0
475608,Graduate,R,55,R,14.0,R,17.0,R,24.0
475635,All students total,R,28,A,,A,,R,28.0
475635,Undergraduate total,R,28,A,,A,,R,28.0
475635,"Undergraduate, degree/certificate-seeking",R,28,A,,A,,R,28.0
475653,All students total,R,46,A,,A,,R,46.0
475653,Undergraduate total,R,46,A,,A,,R,46.0
475653,"Undergraduate, degree/certificate-seeking",C,46,A,,A,,C,46.0
475662,All students total,R,49,A,,A,,R,49.0
475662,Undergraduate total,R,49,A,,A,,R,49.0
475662,"Undergraduate, degree/certificate-seeking",C,49,A,,A,,C,49.0
475705,All students total,R,47,R,0.0,R,24.0,R,23.0
475705,Undergraduate total,R,47,R,0.0,R,24.0,R,23.0
475705,"Undergraduate, degree/certificate-seeking",C,47,C,0.0,C,24.0,C,23.0
475714,All students total,R,819,R,68.0,R,21.0,R,730.0
475714,Undergraduate total,R,819,R,68.0,R,21.0,R,730.0
475714,"Undergraduate, degree/certificate-seeking",R,819,R,68.0,R,21.0,R,730.0
475723,All students total,R,810,A,,A,,R,810.0
475723,Undergraduate total,R,810,A,,A,,R,810.0
475723,"Undergraduate, degree/certificate-seeking",R,565,A,,A,,R,565.0
475723,"Undergraduate, non-degree/certificate-seeking",R,245,A,,A,,R,245.0
475732,All students total,R,1850,R,1850.0,R,0.0,R,0.0
475732,Undergraduate total,R,1850,R,1850.0,R,0.0,R,0.0
475732,"Undergraduate, degree/certificate-seeking",R,1850,R,1850.0,R,0.0,R,0.0
475741,All students total,R,390,R,390.0,R,0.0,R,0.0
475741,Undergraduate total,R,390,R,390.0,R,0.0,R,0.0
475741,"Undergraduate, degree/certificate-seeking",R,390,R,390.0,R,0.0,R,0.0
475750,All students total,R,35,R,0.0,R,0.0,R,35.0
475750,Undergraduate total,R,35,R,0.0,R,0.0,R,35.0
475750,"Undergraduate, degree/certificate-seeking",R,35,R,0.0,R,0.0,R,35.0
475839,All students total,R,393,R,393.0,A,,A,
475839,Undergraduate total,R,393,R,393.0,A,,A,
475839,"Undergraduate, degree/certificate-seeking",R,383,R,383.0,A,,A,
475839,"Undergraduate, non-degree/certificate-seeking",R,10,R,10.0,A,,A,
476063,All students total,R,458,A,,A,,R,458.0
476063,Undergraduate total,R,458,A,,A,,R,458.0
476063,"Undergraduate, degree/certificate-seeking",C,458,A,,A,,C,458.0
476179,All students total,R,237,A,,A,,R,237.0
476179,Undergraduate total,R,237,A,,A,,R,237.0
476179,"Undergraduate, degree/certificate-seeking",C,237,A,,A,,C,237.0
476230,All students total,R,98,R,0.0,R,40.0,R,58.0
476230,Undergraduate total,R,98,R,0.0,R,40.0,R,58.0
476230,"Undergraduate, degree/certificate-seeking",C,98,C,0.0,C,40.0,C,58.0
476294,All students total,R,209,A,,A,,R,209.0
476294,Undergraduate total,R,209,A,,A,,R,209.0
476294,"Undergraduate, degree/certificate-seeking",C,209,A,,A,,C,209.0
476355,All students total,R,53,A,,A,,R,53.0
476355,Undergraduate total,R,53,A,,A,,R,53.0
476355,"Undergraduate, degree/certificate-seeking",C,53,A,,A,,C,53.0
476489,All students total,R,133,R,0.0,R,133.0,R,0.0
476489,Undergraduate total,R,133,R,0.0,R,133.0,R,0.0
476489,"Undergraduate, degree/certificate-seeking",C,133,C,0.0,C,133.0,C,0.0
476498,All students total,R,253,A,,A,,R,253.0
476498,Undergraduate total,R,253,A,,A,,R,253.0
476498,"Undergraduate, degree/certificate-seeking",C,253,A,,A,,C,253.0
476513,All students total,R,85,A,,A,,R,85.0
476513,Undergraduate total,R,85,A,,A,,R,85.0
476513,"Undergraduate, degree/certificate-seeking",C,85,A,,A,,C,85.0
476540,All students total,R,159,A,,A,,R,159.0
476540,Undergraduate total,R,159,A,,A,,R,159.0
476540,"Undergraduate, degree/certificate-seeking",C,159,A,,A,,C,159.0
476559,All students total,R,166,A,,A,,R,166.0
476559,Undergraduate total,R,166,A,,A,,R,166.0
476559,"Undergraduate, degree/certificate-seeking",C,166,A,,A,,C,166.0
476568,All students total,R,32,A,,A,,R,32.0
476568,Undergraduate total,R,32,A,,A,,R,32.0
476568,"Undergraduate, degree/certificate-seeking",C,32,A,,A,,C,32.0
476595,All students total,R,124,R,0.0,R,0.0,R,124.0
476595,Undergraduate total,R,124,R,0.0,R,0.0,R,124.0
476595,"Undergraduate, degree/certificate-seeking",R,124,R,0.0,R,0.0,R,124.0
476601,All students total,R,61,A,,A,,R,61.0
476601,Undergraduate total,R,61,A,,A,,R,61.0
476601,"Undergraduate, degree/certificate-seeking",R,61,A,,A,,R,61.0
476610,All students total,R,69,A,,A,,R,69.0
476610,Undergraduate total,R,69,A,,A,,R,69.0
476610,"Undergraduate, degree/certificate-seeking",C,69,A,,A,,C,69.0
476629,All students total,R,181,A,,A,,R,181.0
476629,Undergraduate total,R,181,A,,A,,R,181.0
476629,"Undergraduate, degree/certificate-seeking",C,181,A,,A,,C,181.0
476683,All students total,R,578,A,,A,,R,578.0
476683,Undergraduate total,R,578,A,,A,,R,578.0
476683,"Undergraduate, degree/certificate-seeking",R,578,A,,A,,R,578.0
476692,All students total,R,40,A,,A,,R,40.0
476692,Undergraduate total,R,40,A,,A,,R,40.0
476692,"Undergraduate, degree/certificate-seeking",R,36,A,,A,,R,36.0
476692,"Undergraduate, non-degree/certificate-seeking",R,4,A,,A,,R,4.0
476708,All students total,R,219,A,,A,,R,219.0
476708,Undergraduate total,R,219,A,,A,,R,219.0
476708,"Undergraduate, degree/certificate-seeking",C,219,A,,A,,C,219.0
476717,All students total,R,601,A,,A,,R,601.0
476717,Undergraduate total,R,601,A,,A,,R,601.0
476717,"Undergraduate, degree/certificate-seeking",R,601,A,,A,,R,601.0
476726,All students total,R,881,A,,A,,R,881.0
476726,Undergraduate total,R,881,A,,A,,R,881.0
476726,"Undergraduate, degree/certificate-seeking",R,805,A,,A,,R,805.0
476726,"Undergraduate, non-degree/certificate-seeking",R,76,A,,A,,R,76.0
476735,All students total,R,63,A,,A,,R,63.0
476735,Undergraduate total,R,63,A,,A,,R,63.0
476735,"Undergraduate, degree/certificate-seeking",C,63,A,,A,,C,63.0
476753,All students total,R,315,A,,A,,R,315.0
476753,Undergraduate total,R,315,A,,A,,R,315.0
476753,"Undergraduate, degree/certificate-seeking",C,315,A,,A,,C,315.0
476780,All students total,R,126,A,,A,,R,126.0
476780,Undergraduate total,R,126,A,,A,,R,126.0
476780,"Undergraduate, degree/certificate-seeking",C,126,A,,A,,C,126.0
476799,All students total,R,450,R,0.0,R,450.0,R,0.0
476799,Undergraduate total,R,450,R,0.0,R,450.0,R,0.0
476799,"Undergraduate, degree/certificate-seeking",C,450,C,0.0,C,450.0,C,0.0
476805,All students total,R,62,A,,A,,R,62.0
476805,Undergraduate total,R,62,A,,A,,R,62.0
476805,"Undergraduate, degree/certificate-seeking",C,62,A,,A,,C,62.0
476814,All students total,R,571,R,153.0,R,55.0,R,363.0
476814,Undergraduate total,R,571,R,153.0,R,55.0,R,363.0
476814,"Undergraduate, degree/certificate-seeking",C,571,C,153.0,C,55.0,C,363.0
476841,All students total,R,354,A,,A,,R,354.0
476841,Undergraduate total,R,354,A,,A,,R,354.0
476841,"Undergraduate, degree/certificate-seeking",C,354,A,,A,,C,354.0
476850,All students total,R,100,A,,A,,R,100.0
476850,Undergraduate total,R,100,A,,A,,R,100.0
476850,"Undergraduate, degree/certificate-seeking",C,100,A,,A,,C,100.0
476869,All students total,R,201,A,,A,,R,201.0
476869,Undergraduate total,R,201,A,,A,,R,201.0
476869,"Undergraduate, degree/certificate-seeking",C,201,A,,A,,C,201.0
476878,All students total,R,225,A,,A,,R,225.0
476878,Undergraduate total,R,225,A,,A,,R,225.0
476878,"Undergraduate, degree/certificate-seeking",C,225,A,,A,,C,225.0
476887,All students total,R,762,A,,A,,R,762.0
476887,Undergraduate total,R,762,A,,A,,R,762.0
476887,"Undergraduate, degree/certificate-seeking",C,762,A,,A,,C,762.0
476896,All students total,R,122,A,,A,,R,122.0
476896,Undergraduate total,R,122,A,,A,,R,122.0
476896,"Undergraduate, degree/certificate-seeking",C,122,A,,A,,C,122.0
476902,All students total,R,140,A,,A,,R,140.0
476902,Undergraduate total,R,140,A,,A,,R,140.0
476902,"Undergraduate, degree/certificate-seeking",C,140,A,,A,,C,140.0
476939,All students total,R,1127,R,21.0,R,165.0,R,941.0
476939,Undergraduate total,R,1127,R,21.0,R,165.0,R,941.0
476939,"Undergraduate, degree/certificate-seeking",R,1127,R,21.0,R,165.0,R,941.0
476948,All students total,R,630,A,,A,,R,630.0
476948,Undergraduate total,R,630,A,,A,,R,630.0
476948,"Undergraduate, degree/certificate-seeking",R,630,A,,A,,R,630.0
476957,All students total,R,23,A,,A,,R,23.0
476957,Undergraduate total,R,23,A,,A,,R,23.0
476957,"Undergraduate, degree/certificate-seeking",C,23,A,,A,,C,23.0
476966,All students total,R,242,A,,A,,R,242.0
476966,Undergraduate total,R,242,A,,A,,R,242.0
476966,"Undergraduate, degree/certificate-seeking",C,242,A,,A,,C,242.0
476975,All students total,R,18144,R,18144.0,A,,A,
476975,Undergraduate total,R,11898,R,11898.0,A,,A,
476975,"Undergraduate, degree/certificate-seeking",R,11009,R,11009.0,A,,A,
476975,"Undergraduate, non-degree/certificate-seeking",R,889,R,889.0,A,,A,
476975,Graduate,R,6246,R,6246.0,A,,A,
476984,All students total,R,308,A,,A,,R,308.0
476984,Undergraduate total,R,308,A,,A,,R,308.0
476984,"Undergraduate, degree/certificate-seeking",C,308,A,,A,,C,308.0
476993,All students total,R,341,A,,A,,R,341.0
476993,Undergraduate total,R,341,A,,A,,R,341.0
476993,"Undergraduate, degree/certificate-seeking",C,341,A,,A,,C,341.0
477002,All students total,R,88,A,,A,,R,88.0
477002,Undergraduate total,R,88,A,,A,,R,88.0
477002,"Undergraduate, degree/certificate-seeking",C,88,A,,A,,C,88.0
477039,All students total,R,2145,R,1167.0,R,900.0,R,78.0
477039,Undergraduate total,R,1658,R,680.0,R,900.0,R,78.0
477039,"Undergraduate, degree/certificate-seeking",R,1658,R,680.0,R,900.0,R,78.0
477039,Graduate,R,487,R,487.0,Z,0.0,R,0.0
478582,All students total,R,237,A,,A,,R,237.0
478582,Undergraduate total,R,237,A,,A,,R,237.0
478582,"Undergraduate, degree/certificate-seeking",C,237,A,,A,,C,237.0
478591,All students total,R,254,A,,A,,R,254.0
478591,Undergraduate total,R,254,A,,A,,R,254.0
478591,"Undergraduate, degree/certificate-seeking",C,254,A,,A,,C,254.0
478616,All students total,R,196,A,,A,,R,196.0
478616,Undergraduate total,R,196,A,,A,,R,196.0
478616,"Undergraduate, degree/certificate-seeking",C,196,A,,A,,C,196.0
478917,All students total,R,71,A,,A,,R,71.0
478917,Undergraduate total,R,71,A,,A,,R,71.0
478917,"Undergraduate, degree/certificate-seeking",C,71,A,,A,,C,71.0
478953,All students total,R,264,R,0.0,R,191.0,R,73.0
478953,Undergraduate total,R,264,R,0.0,R,191.0,R,73.0
478953,"Undergraduate, degree/certificate-seeking",C,264,C,0.0,C,191.0,C,73.0
479062,All students total,R,138,A,,A,,R,138.0
479062,Undergraduate total,R,138,A,,A,,R,138.0
479062,"Undergraduate, degree/certificate-seeking",C,138,A,,A,,C,138.0
479424,All students total,R,382,R,0.0,R,382.0,R,0.0
479424,Undergraduate total,R,382,R,0.0,R,382.0,R,0.0
479424,"Undergraduate, degree/certificate-seeking",C,382,C,0.0,C,382.0,C,0.0
479965,All students total,R,231,A,,A,,R,231.0
479965,Undergraduate total,R,231,A,,A,,R,231.0
479965,"Undergraduate, degree/certificate-seeking",C,231,A,,A,,C,231.0
479974,All students total,R,203,A,,A,,R,203.0
479974,Undergraduate total,R,203,A,,A,,R,203.0
479974,"Undergraduate, degree/certificate-seeking",C,203,A,,A,,C,203.0
479983,All students total,R,128,A,,A,,R,128.0
479983,Undergraduate total,R,128,A,,A,,R,128.0
479983,"Undergraduate, degree/certificate-seeking",C,128,A,,A,,C,128.0
479992,All students total,R,34,A,,A,,R,34.0
479992,Undergraduate total,R,34,A,,A,,R,34.0
479992,"Undergraduate, degree/certificate-seeking",C,34,A,,A,,C,34.0
480000,All students total,R,68,A,,A,,R,68.0
480000,Undergraduate total,R,68,A,,A,,R,68.0
480000,"Undergraduate, degree/certificate-seeking",C,68,A,,A,,C,68.0
480019,All students total,R,1626,A,,A,,R,1626.0
480019,Undergraduate total,R,1626,A,,A,,R,1626.0
480019,"Undergraduate, degree/certificate-seeking",C,1626,A,,A,,C,1626.0
480028,All students total,R,245,R,0.0,R,244.0,R,1.0
480028,Undergraduate total,R,245,R,0.0,R,244.0,R,1.0
480028,"Undergraduate, degree/certificate-seeking",R,245,R,0.0,R,244.0,R,1.0
480037,All students total,R,3542,R,2580.0,R,0.0,R,962.0
480037,Undergraduate total,R,3542,R,2580.0,R,0.0,R,962.0
480037,"Undergraduate, degree/certificate-seeking",C,3542,C,2580.0,C,0.0,C,962.0
480073,All students total,R,697,R,203.0,R,303.0,R,191.0
480073,Undergraduate total,R,639,R,188.0,R,279.0,R,172.0
480073,"Undergraduate, degree/certificate-seeking",R,639,R,188.0,R,279.0,R,172.0
480073,Graduate,R,58,R,15.0,R,24.0,R,19.0
480091,All students total,R,14173,R,14173.0,A,,A,
480091,Undergraduate total,R,14173,R,14173.0,A,,A,
480091,"Undergraduate, degree/certificate-seeking",R,9537,R,9537.0,A,,A,
480091,"Undergraduate, non-degree/certificate-seeking",R,4636,R,4636.0,A,,A,
480125,All students total,R,697,A,,A,,R,697.0
480125,Undergraduate total,R,697,A,,A,,R,697.0
480125,"Undergraduate, degree/certificate-seeking",C,697,A,,A,,C,697.0
480161,All students total,R,19,A,,A,,R,19.0
480161,Undergraduate total,R,19,A,,A,,R,19.0
480161,"Undergraduate, degree/certificate-seeking",C,19,A,,A,,C,19.0
480198,All students total,R,654,R,175.0,Z,0.0,R,479.0
480198,Undergraduate total,R,392,R,164.0,Z,0.0,R,228.0
480198,"Undergraduate, degree/certificate-seeking",R,392,R,164.0,Z,0.0,R,228.0
480198,Graduate,R,262,R,11.0,Z,0.0,R,251.0
480204,All students total,R,714,A,,A,,R,714.0
480204,Undergraduate total,R,714,A,,A,,R,714.0
480204,"Undergraduate, degree/certificate-seeking",R,714,A,,A,,R,714.0
480310,All students total,R,159,A,,A,,R,159.0
480310,Undergraduate total,R,159,A,,A,,R,159.0
480310,"Undergraduate, degree/certificate-seeking",C,159,A,,A,,C,159.0
480347,All students total,R,60,A,,A,,R,60.0
480347,Undergraduate total,R,60,A,,A,,R,60.0
480347,"Undergraduate, degree/certificate-seeking",C,60,A,,A,,C,60.0
480471,All students total,R,1186,A,,A,,R,1186.0
480471,Undergraduate total,R,1186,A,,A,,R,1186.0
480471,"Undergraduate, degree/certificate-seeking",C,1186,A,,A,,C,1186.0
480523,All students total,R,211,R,0.0,R,70.0,R,141.0
480523,Undergraduate total,R,211,R,0.0,R,70.0,R,141.0
480523,"Undergraduate, degree/certificate-seeking",C,211,C,0.0,C,70.0,C,141.0
480532,All students total,R,112,R,0.0,R,64.0,R,48.0
480532,Undergraduate total,R,112,R,0.0,R,64.0,R,48.0
480532,"Undergraduate, degree/certificate-seeking",C,112,C,0.0,C,64.0,C,48.0
480550,All students total,R,135,R,0.0,R,47.0,R,88.0
480550,Undergraduate total,R,135,R,0.0,R,47.0,R,88.0
480550,"Undergraduate, degree/certificate-seeking",C,135,C,0.0,C,47.0,C,88.0
480569,All students total,R,3170,R,3170.0,A,,A,
480569,Undergraduate total,R,2134,R,2134.0,A,,A,
480569,"Undergraduate, degree/certificate-seeking",R,2132,R,2132.0,A,,A,
480569,"Undergraduate, non-degree/certificate-seeking",R,2,R,2.0,A,,A,
480569,Graduate,R,1036,R,1036.0,A,,A,
480657,All students total,R,1182,R,828.0,R,332.0,R,22.0
480657,Undergraduate total,R,1173,R,819.0,R,332.0,R,22.0
480657,"Undergraduate, degree/certificate-seeking",R,1172,R,818.0,R,332.0,R,22.0
480657,"Undergraduate, non-degree/certificate-seeking",R,1,R,1.0,R,0.0,R,0.0
480657,Graduate,R,9,R,9.0,R,0.0,R,0.0
480693,All students total,P,269,P,111.0,P,78.0,P,80.0
480693,Undergraduate total,P,269,P,111.0,P,78.0,P,80.0
480693,"Undergraduate, degree/certificate-seeking",P,269,P,111.0,P,78.0,P,80.0
480727,All students total,R,52,A,,A,,R,52.0
480727,Undergraduate total,R,52,A,,A,,R,52.0
480727,"Undergraduate, degree/certificate-seeking",C,52,A,,A,,C,52.0
480781,All students total,R,232,R,50.0,R,182.0,R,0.0
480781,Undergraduate total,R,116,R,27.0,R,89.0,R,0.0
480781,"Undergraduate, degree/certificate-seeking",R,116,R,27.0,R,89.0,R,0.0
480781,Graduate,R,116,R,23.0,R,93.0,R,0.0
480790,All students total,R,1356,A,,A,,R,1356.0
480790,Graduate,R,1356,A,,A,,R,1356.0
480824,All students total,R,731,R,0.0,R,37.0,R,694.0
480824,Undergraduate total,R,731,R,0.0,R,37.0,R,694.0
480824,"Undergraduate, degree/certificate-seeking",R,731,R,0.0,R,37.0,R,694.0
480833,All students total,R,792,R,0.0,R,43.0,R,749.0
480833,Undergraduate total,R,792,R,0.0,R,43.0,R,749.0
480833,"Undergraduate, degree/certificate-seeking",R,792,R,0.0,R,43.0,R,749.0
480842,All students total,R,37,A,,A,,R,37.0
480842,Undergraduate total,R,37,A,,A,,R,37.0
480842,"Undergraduate, degree/certificate-seeking",C,37,A,,A,,C,37.0
480851,All students total,R,169,Z,0.0,R,169.0,R,0.0
480851,Undergraduate total,R,169,Z,0.0,R,169.0,R,0.0
480851,"Undergraduate, degree/certificate-seeking",R,169,Z,0.0,R,169.0,R,0.0
480879,All students total,R,71,A,,A,,R,71.0
480879,Undergraduate total,R,71,A,,A,,R,71.0
480879,"Undergraduate, degree/certificate-seeking",C,71,A,,A,,C,71.0
480888,All students total,R,733,A,,A,,R,733.0
480888,Undergraduate total,R,733,A,,A,,R,733.0
480888,"Undergraduate, degree/certificate-seeking",C,733,A,,A,,C,733.0
480903,All students total,R,1188,A,,A,,R,1188.0
480903,Undergraduate total,R,1188,A,,A,,R,1188.0
480903,"Undergraduate, degree/certificate-seeking",C,1188,A,,A,,C,1188.0
480912,All students total,R,8,A,,A,,R,8.0
480912,Undergraduate total,R,8,A,,A,,R,8.0
480912,"Undergraduate, degree/certificate-seeking",R,8,A,,A,,R,8.0
480921,All students total,R,104,A,,A,,R,104.0
480921,Undergraduate total,R,104,A,,A,,R,104.0
480921,"Undergraduate, degree/certificate-seeking",C,104,A,,A,,C,104.0
480930,All students total,R,194,A,,A,,R,194.0
480930,Undergraduate total,R,194,A,,A,,R,194.0
480930,"Undergraduate, degree/certificate-seeking",C,194,A,,A,,C,194.0
480967,All students total,R,440,A,,A,,R,440.0
480967,Undergraduate total,R,440,A,,A,,R,440.0
480967,"Undergraduate, degree/certificate-seeking",R,408,A,,A,,R,408.0
480967,"Undergraduate, non-degree/certificate-seeking",R,32,A,,A,,R,32.0
480976,All students total,R,61,A,,A,,R,61.0
480976,Undergraduate total,R,61,A,,A,,R,61.0
480976,"Undergraduate, degree/certificate-seeking",C,61,A,,A,,C,61.0
480985,All students total,R,350,R,350.0,A,,A,
480985,Undergraduate total,R,342,R,342.0,A,,A,
480985,"Undergraduate, degree/certificate-seeking",R,342,R,342.0,A,,A,
480985,Graduate,R,8,R,8.0,A,,A,
480994,All students total,R,173,R,0.0,R,113.0,R,60.0
480994,Undergraduate total,R,173,R,0.0,R,113.0,R,60.0
480994,"Undergraduate, degree/certificate-seeking",C,173,C,0.0,C,113.0,C,60.0
481003,All students total,R,331,R,1.0,R,0.0,R,330.0
481003,Undergraduate total,R,331,R,1.0,R,0.0,R,330.0
481003,"Undergraduate, degree/certificate-seeking",C,331,C,1.0,C,0.0,C,330.0
481021,All students total,R,69,A,,A,,R,69.0
481021,Undergraduate total,R,69,A,,A,,R,69.0
481021,"Undergraduate, degree/certificate-seeking",R,69,A,,A,,R,69.0
481030,All students total,R,54,R,54.0,A,,A,
481030,Graduate,R,54,R,54.0,A,,A,
481049,All students total,R,30,A,,A,,R,30.0
481049,Undergraduate total,R,30,A,,A,,R,30.0
481049,"Undergraduate, degree/certificate-seeking",R,30,A,,A,,R,30.0
481058,All students total,R,311,R,307.0,Z,0.0,R,4.0
481058,Undergraduate total,R,96,R,96.0,Z,0.0,R,0.0
481058,"Undergraduate, degree/certificate-seeking",R,96,R,96.0,Z,0.0,R,0.0
481058,Graduate,R,215,R,211.0,Z,0.0,R,4.0
481085,All students total,R,215,A,,A,,R,215.0
481085,Undergraduate total,R,215,A,,A,,R,215.0
481085,"Undergraduate, degree/certificate-seeking",C,215,A,,A,,C,215.0
481094,All students total,R,193,A,,A,,R,193.0
481094,Graduate,R,193,A,,A,,R,193.0
481100,All students total,R,232,A,,A,,R,232.0
481100,Undergraduate total,R,232,A,,A,,R,232.0
481100,"Undergraduate, degree/certificate-seeking",C,232,A,,A,,C,232.0
481128,All students total,R,160,A,,A,,R,160.0
481128,Undergraduate total,R,160,A,,A,,R,160.0
481128,"Undergraduate, degree/certificate-seeking",C,160,A,,A,,C,160.0
481137,All students total,R,87,A,,A,,R,87.0
481137,Undergraduate total,R,87,A,,A,,R,87.0
481137,"Undergraduate, degree/certificate-seeking",C,87,A,,A,,C,87.0
481146,All students total,R,340,A,,A,,R,340.0
481146,Undergraduate total,R,340,A,,A,,R,340.0
481146,"Undergraduate, degree/certificate-seeking",C,340,A,,A,,C,340.0
481155,All students total,R,403,A,,A,,R,403.0
481155,Undergraduate total,R,403,A,,A,,R,403.0
481155,"Undergraduate, degree/certificate-seeking",R,403,A,,A,,R,403.0
481182,All students total,R,32,A,,A,,R,32.0
481182,Undergraduate total,R,32,A,,A,,R,32.0
481182,"Undergraduate, degree/certificate-seeking",R,32,A,,A,,R,32.0
